iteration,chain,h0,α,β_duck,φ_hrz,φ_non,δ,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
201,1,8.965683313326553e-7,4876.546192674615,0.1807181281450696,0.0016599066015333117,0.00023748880295275043,0.005536531284081183,-780.481449715676,7.0,1.0,0.8569495688522475,-780.481449715676,784.4555687604269,-0.027378669703011838,0.35091997628410354,3.0,0.0,0.3612430129008819,0.3612430129008819
202,1,1.111791332318352e-6,5268.856726680151,0.16156163127564754,0.0017855774161225273,0.00014761039817776916,0.03550506797592988,-783.1844552581721,7.0,1.0,0.9132298397313034,-783.1844552581721,786.251712013656,-0.032799736513993594,0.33352752300754673,3.0,0.0,0.3612430129008819,0.3612430129008819
203,1,1.2219590237967605e-6,4837.464304934207,0.21264500121960442,0.0019127822073503502,0.00017105769849059816,0.019832396482157618,-781.3686280992281,15.0,1.0,0.9966391514232336,-781.3686280992281,784.195925297761,-0.0910165175567954,-0.0910165175567954,4.0,0.0,0.3612430129008819,0.3612430129008819
204,1,1.2061667039080083e-6,4307.606393683218,0.2338389368517144,0.0019744079547821653,0.0001628249915031734,0.010721426800359257,-782.5841289461881,15.0,1.0,0.9356246474042903,-782.5841289461881,783.2735233586786,0.10967328125468612,0.15572342552877672,4.0,0.0,0.3612430129008819,0.3612430129008819
205,1,7.522452002097578e-7,4512.812643211762,0.2089338003104096,0.0012815459322684047,0.0003168091342375515,0.007247751380904075,-782.9218583130225,15.0,1.0,0.8170426595542096,-782.9218583130225,786.6535928960743,0.24444235602186382,0.3970427929335756,4.0,0.0,0.3612430129008819,0.3612430129008819
206,1,6.44613564854391e-7,4897.809020844126,0.2433028239213573,0.0023710453278506355,0.000311562925016296,0.004885982247796188,-784.0128638172982,7.0,1.0,0.8543644116737509,-784.0128638172982,788.0860840918391,-0.027310583472626604,0.32720358613778444,3.0,0.0,0.3612430129008819,0.3612430129008819
207,1,4.5900940947913817e-7,8354.204473757769,0.1703577836820285,0.0011619576972325294,0.00016037155189982939,0.014915030460165244,-785.0881511621578,15.0,1.0,0.9975279258309058,-785.0881511621578,786.6240003847304,0.0040559885782158744,-0.17939995067854397,4.0,0.0,0.3612430129008819,0.3612430129008819
208,1,5.537457950576422e-7,3849.373525860661,0.3559215387864936,0.002053765802823907,0.0003469119791876625,0.005830654832598124,-788.5745708806563,15.0,1.0,0.9245533399579496,-788.5745708806563,792.1461295426512,0.15835453542388223,0.28096176397434647,4.0,0.0,0.3612430129008819,0.3612430129008819
209,1,7.56696252325631e-7,3599.0776921134425,0.35982015837989323,0.001477095934510144,0.00032290119362378785,0.009957688077063922,-786.2635320141177,15.0,1.0,0.9945225489987836,-786.2635320141177,791.6111773959598,-0.1556310823067406,-0.4179874353856121,4.0,0.0,0.3612430129008819,0.3612430129008819
210,1,7.400670576785596e-7,5596.556523505969,0.16871387093038248,0.0014240730858843197,0.0001865434084682834,0.018906442918911276,-781.9659108755894,7.0,1.0,0.9992361524783959,-781.9659108755894,788.0699753934565,-0.05857886011381197,-0.24164625724222333,3.0,0.0,0.3612430129008819,0.3612430129008819
211,1,5.370563687299773e-7,6120.652236335228,0.14169402491381172,0.0023709140323615657,0.0002235951721350593,0.00886009478422198,-782.9222912477114,15.0,1.0,0.9971837099471945,-782.9222912477114,784.9931455317534,-0.030926365997970606,-0.17456694559768948,4.0,0.0,0.3612430129008819,0.3612430129008819
212,1,5.525845521082087e-7,6832.441216557175,0.22792402709963752,0.0018344204793247104,0.00025705259663403354,0.01213400285698107,-780.7902444748105,15.0,1.0,0.9673270723257656,-780.7902444748105,784.0903832018556,-0.03098429100850808,-0.1666221879368095,4.0,0.0,0.3612430129008819,0.3612430129008819
213,1,5.438522582944738e-7,6235.595222784913,0.18046036342830635,0.0017176771894408325,0.00024061549337808994,0.003250589010199625,-780.8686733447203,7.0,1.0,0.9826736160078146,-780.8686733447203,784.1158893452916,-0.1334297847012067,-0.32684660066934157,2.0,0.0,0.3612430129008819,0.3612430129008819
214,1,1.1235012521255163e-6,4513.851230725256,0.19221205613941433,0.0017402384395943157,0.0002727401181459208,0.0011888020177433637,-781.9705402809576,15.0,1.0,0.9677073227323668,-781.9705402809576,783.132429812243,-0.0036594438087149683,0.21231980263485184,3.0,0.0,0.3612430129008819,0.3612430129008819
215,1,5.994532072451877e-7,6040.412572530689,0.2715307554241634,0.0014279369194524821,0.0002239501644829029,0.013039862980798653,-780.7047324868603,15.0,1.0,0.8698395987148341,-780.7047324868603,784.6995353958421,-0.06483599441821752,0.3251632128219626,4.0,0.0,0.3612430129008819,0.3612430129008819
216,1,4.3050527450041263e-7,7203.7016375954245,0.23859402412585817,0.0016581839407852706,0.00020076016081203415,0.017296019579741712,-780.6441136838107,15.0,1.0,0.9227742036141683,-780.6441136838107,784.7146457436484,-0.010695228430790849,0.14749120696262707,4.0,0.0,0.3612430129008819,0.3612430129008819
217,1,3.8304804300922464e-7,8264.640181958792,0.25224358762347016,0.0019986604343720208,0.0002693784053180596,0.05180995652281743,-784.4062365718673,7.0,1.0,0.8678897512094762,-784.4062365718673,786.6554993678707,0.25391801066450626,0.25391801066450626,3.0,0.0,0.3612430129008819,0.3612430129008819
218,1,2.2369016182818378e-7,7790.538748069872,0.18600184465249942,0.0020531263723454467,0.00025390389768364534,0.008636236651007706,-784.0208220530723,7.0,1.0,1.0,-784.0208220530723,787.8807743699688,-0.07352651613723538,-0.280475661453238,3.0,0.0,0.3612430129008819,0.3612430129008819
219,1,2.283044834301867e-7,8293.14580770771,0.24438037284171651,0.0017766089052277364,0.00019956896713269268,0.019764918421195137,-783.5755255747188,15.0,1.0,0.9738925822746686,-783.5755255747188,788.9413512474026,-0.027986015091300942,-0.17025597319388908,4.0,0.0,0.3612430129008819,0.3612430129008819
220,1,6.381153639985852e-7,6521.07830933999,0.22042180731627056,0.002019239614009689,0.0002398264860583502,0.004454862006331372,-782.0938750155185,15.0,1.0,0.9742954212661584,-782.0938750155185,788.650096670895,0.060983808802347994,0.18377811804168687,4.0,0.0,0.3612430129008819,0.3612430129008819
221,1,1.305110131776427e-6,4821.595358674592,0.15759237415832716,0.0017505725945312922,0.0003314778738571147,0.02516172315675466,-782.1090814636423,15.0,1.0,0.9896884786621089,-782.1090814636423,785.1505174381921,-0.16822340596036156,-0.260232416488293,4.0,0.0,0.3612430129008819,0.3612430129008819
222,1,3.784472848419811e-7,6764.806596846909,0.24671311023066075,0.0013667819984598375,0.00019753736027358382,0.0025997899592697347,-782.6381357741221,15.0,1.0,0.9165554777209007,-782.6381357741221,786.2113737767176,0.09167389905314849,0.16811273310224806,4.0,0.0,0.3612430129008819,0.3612430129008819
223,1,7.175500529258339e-7,5122.271067238953,0.1913470310831476,0.001714825011138699,0.0002173897856323918,0.01022908342591474,-780.4255767691195,31.0,1.0,0.9690480348705967,-780.4255767691195,784.2683067265307,-0.013629082476199983,0.19991193400062457,4.0,0.0,0.3612430129008819,0.3612430129008819
224,1,1.4301226787381096e-6,3221.5011427431036,0.21994828178926912,0.0020175091204245607,0.00035298245028259854,0.014518181845456854,-783.0700399789496,15.0,1.0,0.9146881827139469,-783.0700399789496,785.627435023134,0.042866227216222796,0.2454023508166756,4.0,0.0,0.3612430129008819,0.3612430129008819
225,1,6.625139080855066e-7,5719.462450364251,0.2509471746196102,0.001812381648094361,0.0003140277640159534,0.024900203574210227,-780.9436513690875,15.0,1.0,0.9806874720628068,-780.9436513690875,786.0653108043826,-0.025757942029372316,-0.05466742654380141,3.0,0.0,0.3612430129008819,0.3612430129008819
226,1,6.857465080359938e-7,5723.5502921917305,0.22446395762518948,0.001725768740029416,0.00034086044692834667,0.052038201712823105,-783.3812214709496,3.0,1.0,0.8788849608683259,-783.3812214709496,784.0177422247453,0.27845267614372915,0.27845267614372915,2.0,0.0,0.3612430129008819,0.3612430129008819
227,1,3.4145877213336516e-7,6566.340148503038,0.31945606363393864,0.0014185461123910246,0.0002787025338177649,0.0013483284513661608,-784.8172815177696,15.0,1.0,0.8067618786799942,-784.8172815177696,790.5409342117807,0.24632420504849506,0.4835971734530631,3.0,0.0,0.3612430129008819,0.3612430129008819
